timedelta,symbol,commence
{Timedelta('0 days 05:32:00')},{'OXT-USD'},"{datetime.datetime(2024, 5, 5, 9, 17, 51)}"
{Timedelta('0 days 05:50:00')},{'PYR-USD'},"{datetime.datetime(2024, 5, 5, 9, 9, 5)}"
{Timedelta('0 days 00:10:00')},{'SPELL-USD'},"{datetime.datetime(2024, 5, 24, 0, 10, 21)}"
{Timedelta('1 days 22:45:00')},{'FIS-USD'},"{datetime.datetime(2024, 5, 13, 15, 52, 9)}"
{Timedelta('0 days 04:18:00')},{'CLV-USD'},"{datetime.datetime(2024, 5, 19, 22, 34, 53)}"
{Timedelta('0 days 06:05:00')},{'ERN-USD'},"{datetime.datetime(2024, 5, 13, 23, 7, 5)}"
{Timedelta('0 days 00:15:00')},{'TRB-USD'},"{datetime.datetime(2024, 5, 16, 11, 24, 32)}"
{Timedelta('0 days 14:05:00')},{'GODS-USD'},"{datetime.datetime(2024, 5, 26, 11, 46, 47)}"
{Timedelta('0 days 02:43:00')},{'NMR-USD'},"{datetime.datetime(2024, 5, 20, 7, 32, 33)}"
{Timedelta('0 days 06:50:00')},{'ORCA-USD'},"{datetime.datetime(2024, 5, 5, 9, 1, 52)}"
{Timedelta('0 days 10:40:00')},{'COTI-USD'},"{datetime.datetime(2024, 5, 5, 19, 11, 57)}"
{Timedelta('0 days 06:25:00')},{'POWR-USD'},"{datetime.datetime(2024, 5, 28, 10, 51, 17)}"
{Timedelta('0 days 07:30:00')},{'ENS-USD'},"{datetime.datetime(2024, 5, 15, 2, 20, 48)}"
{Timedelta('0 days 01:24:00')},{'CRO-USD'},"{datetime.datetime(2024, 5, 18, 16, 14, 22)}"
{Timedelta('0 days 02:01:00')},{'HNT-USD'},"{datetime.datetime(2024, 6, 1, 23, 2, 4)}"
{Timedelta('0 days 00:10:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 26, 12, 5, 1)}"
{Timedelta('0 days 03:15:00')},{'DAR-USD'},"{datetime.datetime(2024, 5, 14, 22, 48, 31)}"
{Timedelta('0 days 14:32:00')},{'FIL-USD'},"{datetime.datetime(2024, 5, 5, 0, 51, 5)}"
{Timedelta('0 days 04:25:00')},{'AST-USD'},"{datetime.datetime(2024, 5, 21, 17, 57, 47)}"
{Timedelta('0 days 01:41:00')},{'AVT-USD'},"{datetime.datetime(2024, 5, 25, 3, 33, 43)}"
{Timedelta('0 days 00:10:00')},{'LPT-USD'},"{datetime.datetime(2024, 5, 20, 7, 9, 29)}"
{Timedelta('0 days 16:05:00')},{'ARKM-USD'},"{datetime.datetime(2024, 5, 19, 12, 33, 46)}"
{Timedelta('0 days 02:30:00')},{'RAD-USD'},"{datetime.datetime(2024, 5, 12, 11, 50, 53)}"
{Timedelta('1 days 18:55:00')},{'OGN-USD'},"{datetime.datetime(2024, 5, 13, 17, 40, 14)}"
{Timedelta('0 days 23:26:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 16, 7, 54, 29)}"
{Timedelta('0 days 04:10:00')},{'BIGTIME-USD'},"{datetime.datetime(2024, 5, 26, 11, 35, 49)}"
{Timedelta('0 days 09:35:00')},{'DESO-USD'},"{datetime.datetime(2024, 5, 13, 22, 26, 10)}"
{Timedelta('1 days 08:45:00')},{'AVT-USD'},"{datetime.datetime(2024, 5, 19, 9, 51, 56)}"
{Timedelta('0 days 04:40:00')},{'BOBA-USD'},"{datetime.datetime(2024, 5, 30, 9, 25, 35)}"
{Timedelta('0 days 03:35:00')},{'GODS-USD'},"{datetime.datetime(2024, 5, 28, 23, 39, 4)}"
{Timedelta('0 days 01:30:00')},{'UMA-USD'},"{datetime.datetime(2024, 5, 26, 13, 29, 48)}"
{Timedelta('0 days 14:42:00')},{'MKR-USD'},"{datetime.datetime(2024, 5, 5, 18, 54, 40)}"
{Timedelta('0 days 01:41:00')},{'ROSE-USD'},"{datetime.datetime(2024, 5, 5, 12, 57, 41)}"
{Timedelta('1 days 06:45:00')},{'AERGO-USD'},"{datetime.datetime(2024, 5, 14, 6, 42, 50)}"
{Timedelta('0 days 09:14:00')},{'CRO-USD'},"{datetime.datetime(2024, 5, 20, 7, 31, 4)}"
{Timedelta('0 days 00:20:00')},{'MINA-USD'},"{datetime.datetime(2024, 5, 20, 18, 10, 48)}"
{Timedelta('0 days 03:57:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 30, 9, 13, 13)}"
{Timedelta('1 days 00:25:00')},{'LQTY-USD'},"{datetime.datetime(2024, 5, 21, 16, 55, 24)}"
{Timedelta('2 days 03:29:00')},{'CHZ-USD'},"{datetime.datetime(2024, 5, 18, 15, 55, 52)}"
{Timedelta('0 days 16:55:00')},{'LCX-USD'},"{datetime.datetime(2024, 5, 23, 23, 29, 25)}"
{Timedelta('4 days 18:17:00')},{'AMP-USD'},"{datetime.datetime(2024, 5, 25, 3, 31, 25)}"
{Timedelta('0 days 07:15:00')},{'MPL-USD'},"{datetime.datetime(2024, 5, 20, 9, 38, 22)}"
{Timedelta('0 days 02:36:00')},{'REQ-USD'},"{datetime.datetime(2024, 5, 30, 8, 36, 9)}"
{Timedelta('0 days 02:15:00')},{'OCEAN-USD'},"{datetime.datetime(2024, 5, 5, 18, 34, 4)}"
{Timedelta('0 days 07:11:00')},{'ICP-USD'},"{datetime.datetime(2024, 5, 20, 6, 45, 26)}"
{Timedelta('0 days 00:20:00')},{'PNG-USD'},"{datetime.datetime(2024, 5, 12, 18, 1, 52)}"
{Timedelta('0 days 00:25:00')},{'PNG-USD'},"{datetime.datetime(2024, 5, 11, 17, 33, 8)}"
{Timedelta('1 days 02:10:00')},{'APE-USD'},"{datetime.datetime(2024, 5, 26, 11, 28, 47)}"
{Timedelta('4 days 08:50:00')},{'KRL-USD'},"{datetime.datetime(2024, 5, 11, 17, 57, 3)}"
{Timedelta('0 days 12:40:00')},{'DYP-USD'},"{datetime.datetime(2024, 5, 20, 7, 24, 45)}"
{Timedelta('4 days 14:18:00')},{'CTSI-USD'},"{datetime.datetime(2024, 5, 11, 18, 41, 46)}"
{Timedelta('0 days 00:20:00')},{'ALGO-USD'},"{datetime.datetime(2024, 5, 5, 9, 19, 58)}"
{Timedelta('1 days 07:55:00')},{'TRAC-USD'},"{datetime.datetime(2024, 5, 19, 11, 53, 24)}"
{Timedelta('1 days 00:15:00')},{'ZRX-USD'},"{datetime.datetime(2024, 5, 26, 14, 4, 58)}"
{Timedelta('0 days 08:49:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 20, 6, 44, 32)}"
{Timedelta('0 days 07:19:00')},{'ZEC-USD'},"{datetime.datetime(2024, 5, 5, 18, 2, 28)}"
{Timedelta('0 days 02:39:00')},{'BNT-USD'},"{datetime.datetime(2024, 5, 26, 12, 54, 18)}"
{Timedelta('0 days 19:07:00')},{'BCH-USD'},"{datetime.datetime(2024, 5, 23, 22, 59, 34)}"
{Timedelta('3 days 08:21:00')},{'GODS-USD'},"{datetime.datetime(2024, 5, 21, 20, 18, 30)}"
{Timedelta('2 days 02:31:00')},{'VELO-USD'},"{datetime.datetime(2024, 5, 16, 9, 55, 29)}"
{Timedelta('0 days 01:25:00')},{'LSETH-USD'},"{datetime.datetime(2024, 5, 25, 3, 37, 8)}"
{Timedelta('0 days 05:45:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 29, 0, 12, 55)}"
{Timedelta('1 days 03:10:00')},{'ARB-USD'},"{datetime.datetime(2024, 5, 19, 12, 52, 53)}"
{Timedelta('0 days 01:39:00')},{'00-USD'},"{datetime.datetime(2024, 5, 16, 19, 1, 30)}"
{Timedelta('0 days 03:00:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 20, 7, 27, 29)}"
{Timedelta('0 days 11:24:00')},{'POLS-USD'},"{datetime.datetime(2024, 5, 5, 19, 49)}"
{Timedelta('2 days 15:32:00')},{'ACH-USD'},"{datetime.datetime(2024, 5, 11, 20, 47, 48)}"
{Timedelta('2 days 09:57:00')},{'ROSE-USD'},"{datetime.datetime(2024, 5, 25, 3, 48, 18)}"
{Timedelta('3 days 05:07:00')},{'ALGO-USD'},"{datetime.datetime(2024, 5, 12, 12, 7, 26)}"
{Timedelta('0 days 01:25:00')},{'DAR-USD'},"{datetime.datetime(2024, 5, 15, 0, 37, 22)}"
{Timedelta('1 days 09:46:00')},{'HBAR-USD'},"{datetime.datetime(2024, 5, 19, 9, 39, 33)}"
{Timedelta('0 days 00:10:00')},{'QI-USD'},"{datetime.datetime(2024, 5, 5, 19, 37, 51)}"
{Timedelta('0 days 04:08:00')},{'LRC-USD'},"{datetime.datetime(2024, 5, 30, 6, 40, 6)}"
{Timedelta('0 days 00:20:00')},{'ENS-USD'},"{datetime.datetime(2024, 5, 15, 0, 55, 19)}"
{Timedelta('0 days 06:10:00')},{'OP-USD'},"{datetime.datetime(2024, 5, 28, 23, 32, 2)}"
{Timedelta('0 days 05:26:00')},{'FARM-USD'},"{datetime.datetime(2024, 5, 16, 16, 22, 28)}"
{Timedelta('1 days 08:56:00')},{'EOS-USD'},"{datetime.datetime(2024, 5, 19, 10, 31, 41)}"
{Timedelta('0 days 18:45:00')},{'APT-USD'},"{datetime.datetime(2024, 5, 28, 23, 0, 50)}"
{Timedelta('0 days 03:20:00')},{'MPL-USD'},"{datetime.datetime(2024, 5, 24, 23, 59, 12)}"
{Timedelta('1 days 00:53:00')},{'ENJ-USD'},"{datetime.datetime(2024, 5, 26, 12, 51, 34)}"
{Timedelta('0 days 21:40:00')},{'POLS-USD'},"{datetime.datetime(2024, 5, 25, 1, 40, 8)}"
{Timedelta('0 days 00:30:00')},{'VELO-USD'},"{datetime.datetime(2024, 5, 4, 21, 22, 8)}"
{Timedelta('2 days 04:15:00')},{'AVT-USD'},"{datetime.datetime(2024, 5, 18, 18, 14, 58)}"
{Timedelta('0 days 06:04:00')},{'ZETA-USD'},"{datetime.datetime(2024, 5, 4, 23, 20, 16)}"
{Timedelta('4 days 08:14:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 11, 19, 25, 3)}"
{Timedelta('2 days 12:05:00')},{'DESO-USD'},"{datetime.datetime(2024, 5, 30, 7, 4, 6)}"
{Timedelta('2 days 12:20:00')},{'SAFE-USD'},"{datetime.datetime(2024, 5, 13, 17, 48, 24)}"
{Timedelta('0 days 00:40:00')},{'REQ-USD'},"{datetime.datetime(2024, 5, 4, 21, 55, 34)}"
{Timedelta('0 days 07:20:00')},{'OP-USD'},"{datetime.datetime(2024, 5, 18, 19, 38, 37)}"
{Timedelta('0 days 17:35:00')},{'AERGO-USD'},"{datetime.datetime(2024, 5, 26, 22, 26, 6)}"
{Timedelta('0 days 06:35:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 13, 18, 1, 59)}"
{Timedelta('0 days 11:01:00')},{'XYO-USD'},"{datetime.datetime(2024, 5, 5, 18, 34, 25)}"
{Timedelta('0 days 01:05:00')},{'TIA-USD'},"{datetime.datetime(2024, 5, 21, 17, 24, 40)}"
{Timedelta('1 days 21:35:00')},{'AERGO-USD'},"{datetime.datetime(2024, 5, 26, 12, 3, 7)}"
{Timedelta('0 days 03:25:00')},{'GLM-USD'},"{datetime.datetime(2024, 5, 14, 23, 14, 21)}"
{Timedelta('0 days 06:35:00')},{'ALCX-USD'},"{datetime.datetime(2024, 5, 20, 10, 39, 55)}"
{Timedelta('0 days 01:00:00')},{'PNG-USD'},"{datetime.datetime(2024, 5, 15, 2, 28, 25)}"
{Timedelta('0 days 02:35:00')},{'FORTH-USD'},"{datetime.datetime(2024, 5, 26, 12, 55, 43)}"
{Timedelta('2 days 02:48:00')},{'VET-USD'},"{datetime.datetime(2024, 5, 18, 16, 49, 1)}"
{Timedelta('1 days 04:12:00')},{'ZRX-USD'},"{datetime.datetime(2024, 5, 26, 11, 26, 22)}"
{Timedelta('0 days 00:30:00')},{'PNG-USD'},"{datetime.datetime(2024, 5, 21, 19, 47, 3)}"
{Timedelta('0 days 00:19:00')},{'STRK-USD'},"{datetime.datetime(2024, 5, 5, 9, 1, 48)}"
{Timedelta('1 days 05:55:00')},{'ALEPH-USD'},"{datetime.datetime(2024, 5, 30, 6, 53, 47)}"
{Timedelta('0 days 06:05:00')},{'JTO-USD'},"{datetime.datetime(2024, 5, 20, 18, 10, 35)}"
{Timedelta('0 days 03:40:00')},{'ALCX-USD'},"{datetime.datetime(2024, 5, 21, 19, 15, 43)}"
{Timedelta('0 days 00:20:00')},{'GAL-USD'},"{datetime.datetime(2024, 5, 5, 9, 30, 43)}"
{Timedelta('1 days 16:58:00')},{'DOGE-USD'},"{datetime.datetime(2024, 5, 11, 20, 21, 41)}"
{Timedelta('0 days 01:55:00')},{'ABT-USD'},"{datetime.datetime(2024, 5, 28, 23, 5, 21)}"
{Timedelta('0 days 13:30:00')},{'VELO-USD'},"{datetime.datetime(2024, 5, 21, 16, 37, 3)}"
{Timedelta('0 days 00:35:00')},{'ONDO-USD'},"{datetime.datetime(2024, 5, 30, 16, 48, 23)}"
{Timedelta('1 days 03:51:00')},{'DAR-USD'},"{datetime.datetime(2024, 5, 16, 8, 54, 16)}"
{Timedelta('0 days 08:35:00')},{'AUDIO-USD'},"{datetime.datetime(2024, 5, 15, 1, 16, 46)}"
{Timedelta('1 days 13:33:00')},{'DASH-USD'},"{datetime.datetime(2024, 5, 13, 23, 54, 6)}"
{Timedelta('0 days 00:55:00')},{'ENS-USD'},"{datetime.datetime(2024, 5, 29, 0, 50, 46)}"
{Timedelta('0 days 00:33:00')},{'COTI-USD'},"{datetime.datetime(2024, 5, 5, 9, 9, 58)}"
{Timedelta('0 days 21:00:00')},{'POLS-USD'},"{datetime.datetime(2024, 5, 25, 2, 28, 44)}"
{Timedelta('1 days 16:10:00')},{'SHPING-USD'},"{datetime.datetime(2024, 5, 14, 0, 16, 50)}"
{Timedelta('0 days 17:50:00')},{'AIOZ-USD'},"{datetime.datetime(2024, 5, 19, 11, 12, 52)}"
{Timedelta('0 days 14:54:00')},{'WAMPL-USD'},"{datetime.datetime(2024, 5, 26, 12, 27, 15)}"
{Timedelta('0 days 17:57:00')},{'VET-USD'},"{datetime.datetime(2024, 5, 4, 22, 18, 46)}"
{Timedelta('0 days 02:00:00')},{'MINA-USD'},"{datetime.datetime(2024, 5, 16, 7, 45, 40)}"
{Timedelta('0 days 04:10:00')},{'WCFG-USD'},"{datetime.datetime(2024, 5, 28, 23, 48, 53)}"
{Timedelta('0 days 14:55:00')},{'LCX-USD'},"{datetime.datetime(2024, 5, 16, 8, 31, 46)}"
{Timedelta('0 days 09:00:00')},{'OGN-USD'},"{datetime.datetime(2024, 5, 20, 7, 1, 22)}"
{Timedelta('1 days 16:51:00')},{'CHZ-USD'},"{datetime.datetime(2024, 5, 16, 8, 51, 2)}"
{Timedelta('0 days 05:51:00')},{'LOKA-USD'},"{datetime.datetime(2024, 5, 5, 9, 1, 43)}"
{Timedelta('0 days 15:35:00')},{'GODS-USD'},"{datetime.datetime(2024, 5, 24, 1, 21, 46)}"
{Timedelta('0 days 04:35:00')},{'KNC-USD'},"{datetime.datetime(2024, 5, 5, 10, 35, 37)}"
{Timedelta('0 days 05:05:00')},{'OP-USD'},"{datetime.datetime(2024, 5, 5, 10, 16, 20)}"
{Timedelta('0 days 04:20:00')},{'FOX-USD'},"{datetime.datetime(2024, 5, 14, 23, 4, 1)}"
{Timedelta('0 days 07:05:00')},{'MSOL-USD'},"{datetime.datetime(2024, 5, 21, 17, 2, 39)}"
{Timedelta('0 days 12:06:00')},{'EOS-USD'},"{datetime.datetime(2024, 5, 14, 22, 26, 8)}"
{Timedelta('0 days 01:20:00')},{'OCEAN-USD'},"{datetime.datetime(2024, 5, 21, 21, 30, 26)}"
{Timedelta('0 days 00:44:00')},{'LINK-USD'},"{datetime.datetime(2024, 5, 23, 21, 34, 55)}"
{Timedelta('2 days 00:45:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 18, 16, 9, 33)}"
{Timedelta('1 days 19:40:00')},{'DAR-USD'},"{datetime.datetime(2024, 5, 13, 17, 32, 2)}"
{Timedelta('0 days 15:30:00')},{'ENJ-USD'},"{datetime.datetime(2024, 5, 5, 0, 30, 2)}"
{Timedelta('1 days 11:05:00')},{'LQTY-USD'},"{datetime.datetime(2024, 5, 21, 16, 38, 8)}"
{Timedelta('0 days 11:34:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 21, 16, 32, 41)}"
{Timedelta('0 days 02:20:00')},{'NMR-USD'},"{datetime.datetime(2024, 5, 26, 12, 26, 19)}"
{Timedelta('0 days 05:56:00')},{'RAD-USD'},"{datetime.datetime(2024, 5, 5, 18, 41, 11)}"
{Timedelta('0 days 04:40:00')},{'AST-USD'},"{datetime.datetime(2024, 5, 21, 17, 36, 29)}"
{Timedelta('0 days 01:56:00')},{'NKN-USD'},"{datetime.datetime(2024, 5, 20, 7, 13, 29)}"
{Timedelta('0 days 02:15:00')},{'BIGTIME-USD'},"{datetime.datetime(2024, 5, 14, 3, 2, 10)}"
{Timedelta('0 days 14:44:00')},{'CTSI-USD'},"{datetime.datetime(2024, 5, 5, 17, 46, 35)}"
{Timedelta('3 days 10:12:00')},{'MLN-USD'},"{datetime.datetime(2024, 5, 11, 18, 30, 32)}"
{Timedelta('0 days 04:04:00')},{'C98-USD'},"{datetime.datetime(2024, 5, 26, 11, 28, 42)}"
{Timedelta('4 days 02:36:00')},{'COTI-USD'},"{datetime.datetime(2024, 5, 11, 17, 57, 34)}"
{Timedelta('0 days 16:44:00')},{'SHIB-USD'},"{datetime.datetime(2024, 5, 23, 22, 25, 22)}"
{Timedelta('0 days 03:25:00')},{'DAR-USD'},"{datetime.datetime(2024, 5, 5, 21, 16, 35)}"
{Timedelta('0 days 04:05:00')},{'FORTH-USD'},"{datetime.datetime(2024, 5, 30, 7, 10, 42)}"
{Timedelta('1 days 00:35:00')},{'FORTH-USD'},"{datetime.datetime(2024, 5, 19, 10, 11, 26)}"
{Timedelta('0 days 00:31:00')},{'KSM-USD'},"{datetime.datetime(2024, 5, 19, 10, 8, 21)}"
{Timedelta('0 days 04:50:00')},{'REQ-USD'},"{datetime.datetime(2024, 5, 29, 0, 27, 34)}"
{Timedelta('0 days 00:35:00')},{'AIOZ-USD'},"{datetime.datetime(2024, 5, 24, 0, 48, 39)}"
{Timedelta('2 days 03:00:00')},{'OCEAN-USD'},"{datetime.datetime(2024, 5, 13, 16, 36, 7)}"
{Timedelta('0 days 14:15:00')},{'CHZ-USD'},"{datetime.datetime(2024, 5, 11, 20, 5, 46)}"
{Timedelta('3 days 21:29:00')},{'KAVA-USD'},"{datetime.datetime(2024, 5, 11, 20, 10, 36)}"
{Timedelta('0 days 17:40:00')},{'DAR-USD'},"{datetime.datetime(2024, 5, 4, 21, 5, 20)}"
{Timedelta('0 days 03:41:00')},{'JASMY-USD'},"{datetime.datetime(2024, 5, 21, 19, 17, 40)}"
{Timedelta('0 days 02:45:00')},{'AERGO-USD'},"{datetime.datetime(2024, 5, 20, 16, 45, 38)}"
{Timedelta('0 days 10:20:00')},{'CTX-USD'},"{datetime.datetime(2024, 5, 20, 9, 32, 4)}"
{Timedelta('0 days 04:15:00')},{'MATH-USD'},"{datetime.datetime(2024, 5, 25, 3, 11, 52)}"
{Timedelta('0 days 04:50:00')},{'OCEAN-USD'},"{datetime.datetime(2024, 5, 5, 1, 29, 17)}"
{Timedelta('3 days 01:05:00')},{'UNI-USD'},"{datetime.datetime(2024, 5, 21, 16, 36, 42)}"
{Timedelta('0 days 03:50:00')},{'MSOL-USD'},"{datetime.datetime(2024, 5, 28, 23, 20, 40)}"
{Timedelta('1 days 04:26:00')},{'KAVA-USD'},"{datetime.datetime(2024, 5, 16, 8, 26, 11)}"
{Timedelta('0 days 23:55:00')},{'PLU-USD'},"{datetime.datetime(2024, 5, 4, 22, 53, 18)}"
{Timedelta('0 days 00:49:00')},{'RNDR-USD'},"{datetime.datetime(2024, 5, 13, 15, 45, 37)}"
{Timedelta('0 days 06:40:00')},{'ACH-USD'},"{datetime.datetime(2024, 5, 5, 18, 41, 55)}"
{Timedelta('0 days 03:54:00')},{'LQTY-USD'},"{datetime.datetime(2024, 5, 30, 8, 38, 26)}"
{Timedelta('0 days 07:00:00')},{'GNO-USD'},"{datetime.datetime(2024, 5, 5, 9, 1, 47)}"
{Timedelta('0 days 13:41:00')},{'ZRX-USD'},"{datetime.datetime(2024, 5, 5, 18, 42, 11)}"
{Timedelta('0 days 04:36:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 5, 18, 30, 44)}"
{Timedelta('0 days 19:39:00')},{'FIL-USD'},"{datetime.datetime(2024, 5, 4, 20, 34, 55)}"
{Timedelta('0 days 03:00:00')},{'OP-USD'},"{datetime.datetime(2024, 5, 5, 9, 30, 48)}"
{Timedelta('0 days 01:59:00')},{'LINK-USD'},"{datetime.datetime(2024, 5, 23, 22, 26, 57)}"
{Timedelta('1 days 21:45:00')},{'AST-USD'},"{datetime.datetime(2024, 5, 13, 17, 25, 28)}"
{Timedelta('1 days 13:45:00')},{'ZETA-USD'},"{datetime.datetime(2024, 5, 19, 10, 27, 21)}"
{Timedelta('0 days 09:27:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 25, 1, 39, 17)}"
{Timedelta('0 days 00:32:00')},{'COTI-USD'},"{datetime.datetime(2024, 5, 21, 22, 25, 27)}"
{Timedelta('0 days 07:22:00')},{'VET-USD'},"{datetime.datetime(2024, 5, 15, 2, 29, 44)}"
{Timedelta('0 days 09:06:00')},{'COTI-USD'},"{datetime.datetime(2024, 5, 20, 7, 36, 33)}"
{Timedelta('0 days 06:45:00')},{'MKR-USD'},"{datetime.datetime(2024, 5, 15, 0, 18, 25)}"
{Timedelta('1 days 21:40:00')},{'TNSR-USD'},"{datetime.datetime(2024, 5, 13, 22, 26, 23)}"
{Timedelta('0 days 00:38:00')},{'COTI-USD'},"{datetime.datetime(2024, 5, 20, 16, 45, 40)}"
{Timedelta('0 days 01:15:00')},{'WCFG-USD'},"{datetime.datetime(2024, 5, 13, 19, 10)}"
{Timedelta('1 days 14:37:00')},{'SAND-USD'},"{datetime.datetime(2024, 5, 13, 22, 24, 49)}"
{Timedelta('0 days 00:05:00')},{'STX-USD'},"{datetime.datetime(2024, 5, 14, 0, 0, 36)}"
{Timedelta('0 days 08:23:00')},{'ALGO-USD'},"{datetime.datetime(2024, 5, 20, 7, 41, 32)}"
{Timedelta('0 days 01:25:00')},{'VELO-USD'},"{datetime.datetime(2024, 5, 20, 8, 42, 14)}"
{Timedelta('0 days 13:20:00')},{'XYO-USD'},"{datetime.datetime(2024, 5, 14, 23, 12, 46)}"
{Timedelta('0 days 02:30:00')},{'DIA-USD'},"{datetime.datetime(2024, 5, 21, 20, 21, 3)}"
{Timedelta('0 days 02:00:00')},{'QI-USD'},"{datetime.datetime(2024, 5, 4, 21, 40, 54)}"
{Timedelta('0 days 00:32:00')},{'NKN-USD'},"{datetime.datetime(2024, 5, 23, 23, 52, 37)}"
{Timedelta('0 days 03:01:00')},{'BLZ-USD'},"{datetime.datetime(2024, 5, 13, 18, 0, 46)}"
{Timedelta('0 days 04:40:00')},{'MSOL-USD'},"{datetime.datetime(2024, 5, 28, 22, 38, 15)}"
{Timedelta('2 days 00:25:00')},{'DIA-USD'},"{datetime.datetime(2024, 5, 19, 9, 50, 12)}"
{Timedelta('0 days 01:34:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 30, 9, 1, 34)}"
{Timedelta('0 days 13:46:00')},{'HNT-USD'},"{datetime.datetime(2024, 5, 4, 21, 6, 49)}"
{Timedelta('0 days 03:25:00')},{'CRO-USD'},"{datetime.datetime(2024, 5, 14, 22, 46, 35)}"
{Timedelta('0 days 01:46:00')},{'EOS-USD'},"{datetime.datetime(2024, 5, 25, 2, 8, 35)}"
{Timedelta('1 days 13:15:00')},{'BLZ-USD'},"{datetime.datetime(2024, 5, 4, 21, 59, 42)}"
{Timedelta('0 days 12:07:00')},{'MTL-USD'},"{datetime.datetime(2024, 5, 5, 20, 11, 19)}"
{Timedelta('0 days 05:15:00')},{'ENS-USD'},"{datetime.datetime(2024, 5, 5, 10, 5, 53)}"
{Timedelta('0 days 00:15:00')},{'ERN-USD'},"{datetime.datetime(2024, 5, 16, 8, 6, 44)}"
{Timedelta('0 days 08:25:00')},{'HBAR-USD'},"{datetime.datetime(2024, 5, 11, 20, 23, 22)}"
{Timedelta('0 days 02:14:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 23, 22, 18, 29)}"
{Timedelta('0 days 00:10:00')},{'RARE-USD'},"{datetime.datetime(2024, 5, 30, 6, 40, 32)}"
{Timedelta('0 days 04:50:00')},{'GHST-USD'},"{datetime.datetime(2024, 5, 5, 20, 34, 16)}"
{Timedelta('0 days 11:39:00')},{'LIT-USD'},"{datetime.datetime(2024, 5, 5, 18, 24, 34)}"
{Timedelta('0 days 04:10:00')},{'MLN-USD'},"{datetime.datetime(2024, 5, 13, 18, 22, 52)}"
{Timedelta('0 days 01:00:00')},{'LSETH-USD'},"{datetime.datetime(2024, 5, 5, 9, 3, 10)}"
{Timedelta('0 days 08:15:00')},{'LSETH-USD'},"{datetime.datetime(2024, 5, 14, 23, 32, 26)}"
{Timedelta('0 days 02:35:00')},{'NEAR-USD'},"{datetime.datetime(2024, 5, 19, 11, 15, 43)}"
{Timedelta('1 days 10:55:00')},{'00-USD'},"{datetime.datetime(2024, 5, 19, 12, 22, 41)}"
{Timedelta('0 days 00:44:00')},{'SEI-USD'},"{datetime.datetime(2024, 5, 20, 7, 17, 24)}"
{Timedelta('1 days 04:25:00')},{'PYR-USD'},"{datetime.datetime(2024, 5, 19, 11, 4, 33)}"
{Timedelta('3 days 22:10:00')},{'ENS-USD'},"{datetime.datetime(2024, 5, 11, 19, 1, 2)}"
{Timedelta('0 days 04:00:00')},{'JASMY-USD'},"{datetime.datetime(2024, 5, 15, 1, 28, 9)}"
{Timedelta('0 days 21:50:00')},{'KRL-USD'},"{datetime.datetime(2024, 5, 5, 9, 1, 29)}"
{Timedelta('1 days 00:06:00')},{'LSETH-USD'},"{datetime.datetime(2024, 5, 16, 7, 49, 8)}"
{Timedelta('0 days 05:39:00')},{'VET-USD'},"{datetime.datetime(2024, 5, 5, 18, 57, 46)}"
{Timedelta('0 days 00:20:00')},{'MSOL-USD'},"{datetime.datetime(2024, 5, 21, 20, 1, 11)}"
{Timedelta('0 days 10:15:00')},{'CRO-USD'},"{datetime.datetime(2024, 5, 24, 23, 47, 29)}"
{Timedelta('0 days 00:10:00')},{'FIS-USD'},"{datetime.datetime(2024, 5, 23, 21, 23, 39)}"
{Timedelta('0 days 00:44:00')},{'OCEAN-USD'},"{datetime.datetime(2024, 5, 30, 16, 48, 29)}"
{Timedelta('0 days 21:21:00')},{'COTI-USD'},"{datetime.datetime(2024, 6, 1, 17, 39, 12)}"
{Timedelta('0 days 07:35:00')},{'WAMPL-USD'},"{datetime.datetime(2024, 5, 5, 9, 56, 51)}"
{Timedelta('0 days 02:10:00')},{'PYR-USD'},"{datetime.datetime(2024, 5, 23, 22, 34, 58)}"
{Timedelta('3 days 12:10:00')},{'GODS-USD'},"{datetime.datetime(2024, 5, 21, 17, 18, 51)}"
{Timedelta('0 days 02:05:00')},{'PRIME-USD'},"{datetime.datetime(2024, 5, 13, 23, 27, 38)}"
{Timedelta('0 days 03:30:00')},{'RBN-USD'},"{datetime.datetime(2024, 5, 21, 17, 2, 2)}"
{Timedelta('0 days 16:05:00')},{'DIA-USD'},"{datetime.datetime(2024, 5, 4, 22, 54, 37)}"
{Timedelta('0 days 01:28:00')},{'MTL-USD'},"{datetime.datetime(2024, 5, 14, 1, 54, 17)}"
